Ein,Eout
0.2605,0.36833333333333335
0.265,0.37
0.256,0.37166666666666665
0.255,0.37333333333333335
0.2545,0.37166666666666665
0.2565,0.37
0.249,0.37166666666666665
0.249,0.365
0.2485,0.375
0.2515,0.38166666666666665
0.2475,0.39
0.247,0.38166666666666665
0.248,0.385
0.249,0.37333333333333335
0.2485,0.39
0.2395,0.37666666666666665
0.247,0.38666666666666666
0.2385,0.37833333333333335
0.235,0.36666666666666664
0.2355,0.375
0.2345,0.37666666666666665
0.23,0.37166666666666665
0.2315,0.38666666666666666
0.227,0.38666666666666666
0.232,0.38
0.23,0.385
0.233,0.38166666666666665
0.2325,0.37666666666666665
0.2305,0.38333333333333336
0.233,0.38166666666666665
0.233,0.39666666666666667
0.2245,0.38666666666666666
0.2335,0.39
0.2275,0.385
0.2315,0.395
0.2245,0.38666666666666666
0.2325,0.3933333333333333
0.233,0.385
0.2215,0.38666666666666666
0.226,0.39166666666666666
0.2195,0.38333333333333336
0.223,0.39166666666666666
0.221,0.38333333333333336
0.224,0.3883333333333333
0.2285,0.39
0.2185,0.38166666666666665
0.225,0.37666666666666665
0.2175,0.38
0.2205,0.37666666666666665
0.2165,0.38166666666666665
0.2145,0.38333333333333336
0.212,0.3883333333333333
0.2135,0.38
0.207,0.385
0.216,0.39666666666666667
0.2045,0.385
0.213,0.3933333333333333
0.203,0.38333333333333336
0.206,0.37833333333333335
0.2025,0.385
0.209,0.36666666666666664
0.2045,0.38166666666666665
0.206,0.365
0.198,0.37833333333333335
0.2075,0.36833333333333335
0.2025,0.37833333333333335
0.2145,0.38166666666666665
0.205,0.38666666666666666
0.208,0.38166666666666665
0.206,0.375
0.2065,0.36333333333333334
0.206,0.36666666666666664
0.2035,0.365
0.204,0.36333333333333334
0.2045,0.375
0.2,0.36333333333333334
0.2075,0.38166666666666665
0.2,0.375
0.2025,0.38166666666666665
0.199,0.37333333333333335
0.1975,0.38166666666666665
0.204,0.375
0.2015,0.3883333333333333
0.1915,0.37333333333333335
0.1955,0.39
0.1955,0.37666666666666665
0.1985,0.39
0.197,0.375
0.198,0.38333333333333336
0.1955,0.37833333333333335
0.199,0.38666666666666666
0.199,0.3883333333333333
0.1925,0.39166666666666666
0.1955,0.395
0.1895,0.40166666666666667
0.1945,0.39166666666666666
0.184,0.3983333333333333
0.194,0.395
0.1855,0.4033333333333333
0.1925,0.3933333333333333
0.181,0.40166666666666667
0.1865,0.3933333333333333
0.1885,0.4083333333333333
0.1915,0.4033333333333333
0.188,0.40166666666666667
0.1905,0.39166666666666666
0.1905,0.39666666666666667
0.193,0.38666666666666666
0.194,0.3933333333333333
0.1925,0.38666666666666666
0.1905,0.39166666666666666
0.1905,0.38166666666666665
0.189,0.39166666666666666
0.19,0.39
0.1855,0.38666666666666666
0.1865,0.3933333333333333
0.1865,0.39166666666666666
0.1865,0.3933333333333333
0.184,0.3933333333333333
0.1865,0.39166666666666666
0.179,0.3883333333333333
0.1845,0.38666666666666666
0.178,0.38666666666666666
0.19,0.38
0.1845,0.37833333333333335
0.1825,0.385
0.182,0.39166666666666666
0.1805,0.3883333333333333
0.179,0.39
0.1795,0.3933333333333333
0.179,0.3933333333333333
0.1815,0.395
0.1855,0.3983333333333333
0.185,0.4033333333333333
0.184,0.40166666666666667
0.1835,0.39166666666666666
0.1825,0.3883333333333333
0.1855,0.395
0.1805,0.38666666666666666
0.1845,0.39666666666666667
0.181,0.3933333333333333
0.1795,0.40166666666666667
0.1805,0.39166666666666666
0.174,0.39666666666666667
0.18,0.395
0.1785,0.39666666666666667
0.1815,0.40166666666666667
0.1745,0.4033333333333333
0.1795,0.3983333333333333
0.1725,0.3983333333333333
0.1775,0.40166666666666667
0.177,0.40166666666666667
0.1815,0.3983333333333333
0.183,0.4066666666666667
0.1765,0.40166666666666667
0.1825,0.40166666666666667
0.1795,0.39666666666666667
0.1725,0.4
0.1775,0.405
0.1715,0.3983333333333333
0.1785,0.405
0.174,0.4
0.182,0.4066666666666667
0.17,0.3983333333333333
0.178,0.41
0.1675,0.3983333333333333
0.176,0.4033333333333333
0.1685,0.4033333333333333
0.173,0.4033333333333333
0.174,0.40166666666666667
0.17,0.39
0.1695,0.38666666666666666
0.1715,0.395
0.167,0.39666666666666667
0.1715,0.3933333333333333
0.1655,0.4
0.171,0.3883333333333333
0.169,0.3933333333333333
0.1655,0.385
0.1725,0.40166666666666667
0.1695,0.3883333333333333
0.168,0.39666666666666667
0.171,0.39666666666666667
0.1635,0.395
0.1735,0.395
0.1665,0.395
0.1655,0.3933333333333333
0.166,0.3933333333333333
0.172,0.3983333333333333
0.1655,0.39666666666666667
0.17,0.3983333333333333
0.1635,0.395
0.172,0.39666666666666667
0.1595,0.39
0.169,0.395
0.159,0.39166666666666666
0.1665,0.395
0.16,0.39166666666666666
0.1625,0.3933333333333333
0.165,0.38333333333333336
0.1625,0.38666666666666666
0.166,0.39166666666666666
0.163,0.39
0.159,0.38666666666666666
0.1625,0.3883333333333333
0.163,0.39166666666666666
0.163,0.39
0.161,0.385
0.165,0.38666666666666666
0.164,0.38666666666666666
0.1615,0.39166666666666666
0.1615,0.3883333333333333
0.161,0.39166666666666666
0.1635,0.3883333333333333
0.1635,0.395
0.1625,0.39666666666666667
0.1615,0.38666666666666666
0.1645,0.39
0.162,0.39166666666666666
0.1655,0.39166666666666666
0.1555,0.39666666666666667
0.1615,0.39666666666666667
0.1535,0.395
0.158,0.39166666666666666
0.158,0.3883333333333333
0.1585,0.3883333333333333
0.161,0.3883333333333333
0.1525,0.39666666666666667
0.162,0.395
0.152,0.3933333333333333
0.154,0.4
0.153,0.39666666666666667
0.162,0.405
0.1525,0.4033333333333333
0.154,0.405
0.152,0.4066666666666667
0.146,0.41
0.1555,0.405
0.1495,0.405
0.1595,0.4033333333333333
0.1505,0.4066666666666667
0.157,0.40166666666666667
0.1535,0.405
0.1535,0.3983333333333333
0.1605,0.405
0.153,0.4033333333333333
0.1605,0.4033333333333333
0.153,0.4033333333333333
0.16,0.4066666666666667
0.1515,0.405
0.1565,0.4066666666666667
0.155,0.405
0.159,0.40166666666666667
0.1595,0.40166666666666667
0.1575,0.405
0.163,0.4033333333333333
0.1555,0.4066666666666667
0.1625,0.4033333333333333
0.155,0.405
0.1575,0.4
0.155,0.4033333333333333
0.1585,0.4066666666666667
0.1545,0.40166666666666667
0.1595,0.40166666666666667
0.161,0.4033333333333333
0.159,0.405
0.1665,0.4
0.152,0.3983333333333333
0.1615,0.39166666666666666
0.149,0.39166666666666666
0.16,0.395
0.1445,0.39666666666666667
0.163,0.3983333333333333
0.146,0.3933333333333333
0.159,0.4
0.152,0.4
0.155,0.4033333333333333
0.1525,0.40166666666666667
0.155,0.4
0.157,0.39666666666666667
0.148,0.4
0.1505,0.39666666666666667
0.149,0.3933333333333333
0.1535,0.3983333333333333
0.148,0.395
0.149,0.39166666666666666
0.151,0.39666666666666667
0.145,0.39166666666666666
0.1475,0.395
0.1455,0.40166666666666667
0.146,0.3933333333333333
0.144,0.4033333333333333
0.1505,0.3933333333333333
0.1455,0.395
0.152,0.3933333333333333
0.1435,0.395
0.15,0.395
0.1525,0.39
0.1465,0.39666666666666667
0.153,0.385
0.143,0.3883333333333333
0.1525,0.385
0.1405,0.3883333333333333
0.153,0.3883333333333333
0.1415,0.385
0.152,0.38666666666666666
0.1455,0.3933333333333333
0.1485,0.395
0.143,0.38666666666666666
0.1475,0.39
0.145,0.3933333333333333
0.149,0.395
0.1435,0.3883333333333333
0.151,0.39166666666666666
0.148,0.3933333333333333
0.15,0.39166666666666666
0.144,0.3883333333333333
0.1495,0.3933333333333333
0.1405,0.39166666666666666
0.1475,0.39166666666666666
0.14,0.39
0.1475,0.39
0.1445,0.39166666666666666
0.146,0.3933333333333333
0.143,0.3933333333333333
0.146,0.3983333333333333
0.1425,0.3933333333333333
0.1465,0.395
0.1415,0.39666666666666667
0.1425,0.39166666666666666
0.142,0.395
0.141,0.39166666666666666
0.1475,0.39666666666666667
0.136,0.3933333333333333
0.1475,0.3983333333333333
0.1385,0.39166666666666666
0.1435,0.395
0.136,0.3933333333333333
0.137,0.3883333333333333
0.1385,0.40166666666666667
0.1365,0.3933333333333333
0.141,0.40166666666666667
0.134,0.39666666666666667
0.141,0.3983333333333333
0.131,0.40166666666666667
0.1405,0.4033333333333333
0.1335,0.4
0.1425,0.4066666666666667
0.1345,0.40166666666666667
0.1365,0.405
0.1405,0.4066666666666667
0.1375,0.405
0.1405,0.40166666666666667
0.138,0.405
0.1375,0.4
0.133,0.4033333333333333
0.1475,0.4
0.133,0.4
0.147,0.4
0.1385,0.4
0.146,0.39666666666666667
0.1395,0.3933333333333333
0.145,0.39666666666666667
0.1415,0.395
0.1455,0.4033333333333333
0.135,0.39166666666666666
0.1475,0.4
0.134,0.3933333333333333
0.1455,0.40166666666666667
0.1305,0.39666666666666667
0.142,0.3983333333333333
0.1325,0.39666666666666667
0.1305,0.3933333333333333
0.1385,0.4
0.132,0.4033333333333333
0.1405,0.4033333333333333
0.1365,0.4033333333333333
0.137,0.3933333333333333
0.145,0.405
0.1305,0.39166666666666666
0.143,0.3983333333333333
0.139,0.39666666666666667
0.141,0.395
0.1415,0.3933333333333333
0.137,0.3883333333333333
0.147,0.39166666666666666
0.1345,0.3883333333333333
0.137,0.39166666666666666
0.1365,0.395
0.1415,0.39166666666666666
0.1395,0.38333333333333336
0.141,0.39166666666666666
0.136,0.39
0.1435,0.38166666666666665
0.1325,0.385
0.142,0.37833333333333335
0.135,0.3883333333333333
0.1355,0.38166666666666665
0.14,0.3883333333333333
0.1425,0.3883333333333333
0.1345,0.3933333333333333
0.141,0.3883333333333333
0.133,0.3883333333333333
0.14,0.39166666666666666
0.131,0.38333333333333336
0.14,0.39166666666666666
0.131,0.38333333333333336
0.1415,0.3933333333333333
0.136,0.3883333333333333
0.1355,0.38666666666666666
0.1385,0.39166666666666666
